,date, change,weekend, coverphoto, event, link, photo, question, status, swf, video,coverphoto_reactions,coverphoto_comments,coverphoto_shares,event_reactions,event_comments,event_shares,link_reactions,link_comments,link_shares,photo_reactions,photo_comments,photo_shares,question_reactions,question_comments,question_shares,status_reactions,status_comments,status_shares,swf_reactions,swf_comments,swf_shares,video_reactions,video_comments,video_shares
100,2010-12-27,10329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2926,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2010-12-29,14013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1661,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2010-12-31,9847,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073,227,0,0,0,0,0,0,0
103,2011-01-03,10142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2354,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2011-01-05,9524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,145,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2011-01-07,8386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139,2140,0,0,0,0,0,0,0
106,2011-01-10,5927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4093,189,0
107,2011-01-11,5878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2509,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2011-01-12,4871,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1838,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2011-01-13,6535,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11371,747,0,0,0,0,0,0,0,0,0,0,7034,491,0
110,2011-01-14,7019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2462,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2011-01-17,7789,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6336,312,0
112,2011-01-18,7140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4355,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2011-01-19,6824,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2979,111,0,3829,134,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2011-01-20,7057,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1842,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2157,83,0
115,2011-01-21,7611,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3846,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2011-01-24,7451,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1752,67,0,0,0,0,0,0,0,0,0,0,0,0,0,4044,240,0
117,2011-01-25,10082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1930,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2011-01-26,4044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2032,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2011-01-27,4595,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6378,381,0
120,2011-01-29,3823,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6250,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2011-01-31,2906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3104,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2011-02-01,2814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2532,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2011-02-02,4834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5688,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2011-02-04,4680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1827,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2011-02-07,4613,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1905,95,0,0,0,0,0,0,0,0,0,0,0,0,0,6123,451,0
126,2011-02-09,4943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2148,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2011-02-10,4656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5347,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2011-02-13,4747,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5200,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2011-02-14,3955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10073,628,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2011-02-15,5472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5402,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2011-02-18,4975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588,132,0
132,2011-02-20,4412,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1721,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2011-02-21,4015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2120,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2011-02-22,4596,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,138,0
135,2011-02-24,4346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3788,168,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2011-02-28,3974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115,98,0
137,2011-03-01,4595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3623,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2011-03-02,5126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821,208,0
139,2011-03-03,6765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3853,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2011-03-08,6959,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3016,114,0,5295,400,0,0,0,0,0,0,0,0,0,0,0,0,0
