,date, change,weekend, coverphoto, event, link, photo, question, status, swf, video,coverphoto_reactions,coverphoto_comments,coverphoto_shares,event_reactions,event_comments,event_shares,link_reactions,link_comments,link_shares,photo_reactions,photo_comments,photo_shares,question_reactions,question_comments,question_shares,status_reactions,status_comments,status_shares,swf_reactions,swf_comments,swf_shares,video_reactions,video_comments,video_shares
121,2013-01-26,93,1,1,0,0,0,0.0,0,0.0,1,67,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,26,1,2
122,2013-01-28,103,0,0,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,72,1,2,91,4,13,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
123,2013-01-29,82,0,0,0,0,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,155,4,14,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,38,0,1
124,2013-01-30,11,0,0,0,2,1,0.0,0,0.0,0,0,0,0,0,0,0,65,0,1,111,5,12,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
125,2013-01-31,1,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,91,4,12,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
126,2013-02-01,4,0,0,0,1,2,0.0,0,0.0,0,0,0,0,0,0,0,41,0,1,110,7,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
127,2013-02-04,2,0,0,0,1,1,0.0,0,0.0,1,0,0,0,0,0,0,79,4,0,85,4,13,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,21,0,1
128,2013-02-05,2,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,28,1,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
129,2013-02-06,8,0,0,0,1,2,0.0,0,0.0,0,0,0,0,0,0,0,102,5,23,217,11,46,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
130,2013-02-07,4,0,1,0,0,0,0.0,0,0.0,0,53,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
131,2013-02-08,4,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,218,7,37,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
132,2013-02-11,0,0,1,0,0,2,0.0,0,0.0,1,52,4,1,0,0,0,0,0,0,138,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,47,1,1
133,2013-02-12,3,0,1,0,1,1,0.0,0,0.0,1,78,3,0,0,0,0,38,0,0,21,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,30,0,0
134,2013-02-13,4,0,0,0,0,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,207,4,30,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,29,3,1
135,2013-02-14,2,0,0,0,1,7,0.0,0,0.0,2,0,0,0,0,0,0,43,0,1,570,15,41,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,65,0,1
136,2013-02-15,2,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,69,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
137,2013-02-18,6,0,1,1,1,2,0.0,0,0.0,0,22,1,0,0,0,0,12,2,0,224,34,30,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
138,2013-02-19,7,0,0,0,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,253,10,18,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
139,2013-02-20,7,0,0,0,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,221,6,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
140,2013-02-21,6,0,0,0,1,2,0.0,0,0.0,0,0,0,0,0,0,0,88,1,1,214,3,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
141,2013-02-22,2,0,1,0,0,4,0.0,0,0.0,0,28,2,0,0,0,0,0,0,0,428,20,54,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
142,2013-02-25,54,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,96,0,14,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
143,2013-02-26,65,0,1,0,0,2,0.0,0,0.0,0,16,0,0,0,0,0,0,0,0,157,10,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
